FID,GEOID,PLNG_REGIO,PlanningRegion,LogRecNo,SumLevel,NAME,TotPop_e,TotPop_m,Hisp_e,Hisp_m,pHisp_e,pHisp_m,Not_Hisp_e,Not_Hisp_m,pNot_Hisp_e,pNot_Hisp_m,NHWhite_e,NHWhite_m,pNHWhite_e,pNHWhite_m,NHBlack_e,NHBlack_m,pNHBlack_e,pNHBlack_m,NH_AmInd_e,NH_AmInd_m,pNH_AmInd_e,pNH_AmInd_m,NH_Asian_e,NH_Asian_m,pNH_Asian_e,pNH_Asian_m,NH_PacIsl_e,NH_PacIsl_m,pNH_PacIsl_e,pNH_PacIsl_m,NH_OthRace_e,NH_OthRace_m,pNH_OthRace_e,pNH_OthRace_m,NH_TwoRace_e,NH_TwoRace_m,pNH_TwoRace_e,pNH_TwoRace_m,NH_AsianPI_e,NH_AsianPI_m,pNH_AsianPI_e,pNH_AsianPI_m,NH_Other_e,NH_Other_m,pNH_Other_e,pNH_Other_m,created_user,created_date,last_edited_user,last_edited_date,SHAPE_Length,SHAPE_Area
100,13233010700,No,Northwest Georgia,2719,Tract,"Census Tract 107, Polk County",5716,737,216,194,3.8,3.4,5500,713,96.2,1.3,3915,643,68.5,7,1336,426,23.4,6.8,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,249,268,4.4,4.7,0,25,0,0.4,249,269,4.4,4.7,,,,,0.482144019277175,0.00688246922300732
101,13233010600,No,Northwest Georgia,2718,Tract,"Census Tract 106, Polk County",5400,546,0,18,0,0.3,5400,546,100,0,4411,514,81.7,4.7,801,320,14.8,5.7,0,18,0,0.3,91,81,1.7,1.5,0,18,0,0.3,0,18,0,0.3,97,95,1.8,1.7,91,83,1.7,1.5,97,98,1.8,1.8,,,,,0.565428054850205,0.00955985182804506
102,13233010500,No,Northwest Georgia,2717,Tract,"Census Tract 105, Polk County",6192,661,1101,519,17.8,8.2,5091,468,82.2,11.6,4059,455,65.6,2.2,1014,274,16.4,4.1,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,18,31,0.3,0.5,0,25,0,0.4,18,40,0.3,0.6,,,,,0.3859610782234,0.00622993861375752
103,13233010400,No,Northwest Georgia,2716,Tract,"Census Tract 104, Polk County",6033,606,1307,392,21.7,6.1,4726,538,78.3,4.2,4247,434,70.4,1.3,413,267,6.8,4.4,0,18,0,0.3,0,18,0,0.3,13,22,0.2,0.4,0,18,0,0.3,53,57,0.9,0.9,13,28,0.2,0.5,53,62,0.9,1,,,,,0.580516961274798,0.0108313895955605
104,13233010300,No,Northwest Georgia,2715,Tract,"Census Tract 103, Polk County",4916,329,1148,327,23.4,6.5,3768,391,76.6,6.1,2945,386,59.9,6.8,715,277,14.5,5.5,0,13,0,0.3,43,83,0.9,1.7,0,13,0,0.3,0,13,0,0.3,65,60,1.3,1.2,43,84,0.9,1.7,65,63,1.3,1.3,,,,,0.656132939700915,0.0206253647410651
105,13233010200,No,Northwest Georgia,2714,Tract,"Census Tract 102, Polk County",7043,582,1133,491,16.1,6.8,5910,552,83.9,3.7,5179,501,73.5,3.7,491,250,7,3.5,0,18,0,0.3,137,139,1.9,2,0,18,0,0.3,62,99,0.9,1.4,41,54,0.6,0.8,137,140,1.9,2,103,114,1.5,1.6,,,,,0.468805916831722,0.00950306576926896
106,13233010100,No,Northwest Georgia,2713,Tract,"Census Tract 101, Polk County",6144,633,498,377,8.1,6.1,5646,765,91.9,8.1,5071,686,82.5,7.2,483,189,7.9,3,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,92,109,1.5,1.8,0,25,0,0.4,92,112,1.5,1.8,,,,,0.743749464454488,0.0152608316184702
107,13039010200,No,Coastal Regional Commission,1196,Tract,"Census Tract 102, Camden County",5449,419,226,121,4.1,2.2,5223,434,95.9,3,3792,360,69.6,3.9,1275,248,23.4,4.2,16,24,0.3,0.4,89,53,1.6,1,0,18,0,0.3,11,16,0.2,0.3,40,39,0.7,0.7,89,56,1.6,1,67,49,1.2,0.9,,,,,1.36972427107111,0.0374476985948382
108,13039990000,No,Coastal Regional Commission,1205,Tract,"Census Tract 9900, Camden County",0,13,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,,,,,0.83842161195996,0.0195349623969729
109,13039010403,No,Coastal Regional Commission,1201,Tract,"Census Tract 104.03, Camden County",4165,382,206,157,4.9,3.7,3959,406,95.1,4.4,3247,322,78,2.9,544,292,13.1,6.9,14,24,0.3,0.6,45,35,1.1,0.8,0,13,0,0.3,0,13,0,0.3,109,93,2.6,2.2,45,37,1.1,0.9,123,97,3,2.3,,,,,0.397738880563894,0.0033909048095969
110,13039010402,No,Coastal Regional Commission,1200,Tract,"Census Tract 104.02, Camden County",5588,422,178,146,3.2,2.6,5410,404,96.8,10.3,4596,451,82.2,5.2,433,159,7.7,2.8,37,35,0.7,0.6,37,30,0.7,0.5,0,18,0,0.3,20,30,0.4,0.5,287,150,5.1,2.7,37,35,0.7,0.6,344,157,6.2,2.8,,,,,0.430299930720266,0.00395722502164702
111,13039010401,No,Coastal Regional Commission,1199,Tract,"Census Tract 104.01, Camden County",11618,603,1365,286,11.7,2.4,10253,577,88.3,1.9,7613,554,65.5,3.3,1981,390,17.1,3.2,95,69,0.8,0.6,352,149,3,1.3,0,20,0,0.2,41,52,0.4,0.4,171,112,1.5,1,352,150,3,1.3,307,141,2.6,1.2,,,,,0.281952625316446,0.00282577605776979
112,13039010601,No,Coastal Regional Commission,1203,Tract,"Census Tract 106.01, Camden County",5810,596,41,69,0.7,1.2,5769,586,99.3,14.3,3966,437,68.3,2.7,1363,288,23.5,4.3,60,77,1,1.3,76,60,1.3,1,0,18,0,0.3,0,18,0,0.3,304,160,5.2,2.7,76,63,1.3,1.1,364,178,6.3,3,,,,,0.379753558110988,0.00236031975745211
113,13039010602,No,Coastal Regional Commission,1204,Tract,"Census Tract 106.02, Camden County",1090,177,107,85,9.8,7.6,983,164,90.2,3.5,816,182,74.9,11.4,108,84,9.9,7.5,15,19,1.4,1.7,15,18,1.4,1.6,0,13,0,1.2,0,13,0,1.2,29,29,2.7,2.6,15,22,1.4,2,44,37,4,3.3,,,,,0.919461364379426,0.0163158563090473
114,13039010302,No,Coastal Regional Commission,1198,Tract,"Census Tract 103.02, Camden County",4413,357,186,143,4.2,3.2,4227,371,95.8,3.3,2584,347,58.6,6.3,1390,250,31.5,5.1,7,13,0.2,0.3,19,24,0.4,0.5,16,22,0.4,0.5,5,9,0.1,0.2,206,155,4.7,3.5,35,33,0.8,0.7,218,156,4.9,3.5,,,,,0.847840667483935,0.0223536854317755
115,13039010100,No,Coastal Regional Commission,1195,Tract,"Census Tract 101, Camden County",2791,251,0,13,0,0.5,2791,251,100,0,2193,256,78.6,5.8,530,144,19,4.9,24,28,0.9,1,37,58,1.3,2.1,0,13,0,0.5,0,13,0,0.5,7,13,0.3,0.5,37,59,1.3,2.1,31,33,1.1,1.2,,,,,1.81838194905797,0.0685936615095043
116,13039010500,No,Coastal Regional Commission,1202,Tract,"Census Tract 105, Camden County",3302,394,669,318,20.3,9.3,2633,344,79.7,4.2,2231,311,67.6,4.9,258,129,7.8,3.8,3,5,0.1,0.2,16,15,0.5,0.5,15,24,0.5,0.7,15,23,0.5,0.7,95,74,2.9,2.2,31,28,0.9,0.8,113,78,3.4,2.3,,,,,0.365467735222797,0.00724987197544257
117,13039010301,No,Coastal Regional Commission,1197,Tract,"Census Tract 103.01, Camden County",8026,572,348,200,4.3,2.5,7678,533,95.7,9.5,5597,434,69.7,2.1,1786,345,22.3,4,56,85,0.7,1.1,46,43,0.6,0.5,16,28,0.2,0.3,0,18,0,0.2,177,111,2.2,1.4,62,51,0.8,0.6,233,141,2.9,1.7,,,,,0.578548966226276,0.0070648649556129
118,13127990000,No,Coastal Regional Commission,2189,Tract,"Census Tract 9900, Glynn County",0,13,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,,,,,1.06913539975187,0.0241597979402847
119,13127000503,No,Coastal Regional Commission,2182,Tract,"Census Tract 5.03, Glynn County",4206,450,380,275,9,6.5,3826,379,91,13.3,1752,306,41.7,5.8,1502,364,35.7,7.8,37,51,0.9,1.2,255,209,6.1,4.9,0,13,0,0.3,7,13,0.2,0.3,273,259,6.5,6.1,255,209,6.1,4.9,317,264,7.5,6.2,,,,,0.147753582513893,0.000683196103612914
120,13127000404,No,Coastal Regional Commission,2180,Tract,"Census Tract 4.04, Glynn County",11925,811,914,302,7.7,2.5,11011,798,92.3,2.3,8168,648,68.5,2.8,2352,559,19.7,4.5,29,31,0.2,0.3,86,92,0.7,0.8,13,20,0.1,0.2,59,69,0.5,0.6,304,188,2.5,1.6,99,94,0.8,0.8,392,203,3.3,1.7,,,,,0.714642152343614,0.0144395469126116
121,13127000504,No,Coastal Regional Commission,2183,Tract,"Census Tract 5.04, Glynn County",3468,417,344,209,9.9,5.9,3124,426,90.1,5.8,964,233,27.8,5.8,2098,339,60.5,6.5,0,13,0,0.4,5,9,0.1,0.3,0,13,0,0.4,7,13,0.2,0.4,50,77,1.4,2.2,5,16,0.1,0.5,57,79,1.6,2.3,,,,,0.0808115507065884,0.000259529969462198
122,13127000101,No,Coastal Regional Commission,2174,Tract,"Census Tract 1.01, Glynn County",1499,197,0,13,0,0.9,1499,197,100,0,1469,197,98,2.6,9,15,0.6,1,0,13,0,0.9,0,13,0,0.9,0,13,0,0.9,0,13,0,0.9,21,18,1.4,1.2,0,18,0,1.2,21,26,1.4,1.7,,,,,0.183978935539004,0.00110178090834607
123,13127000102,No,Coastal Regional Commission,2175,Tract,"Census Tract 1.02, Glynn County",3165,325,126,124,4,3.9,3039,306,96,13.8,2794,312,88.3,3.9,138,113,4.4,3.5,18,22,0.6,0.7,52,53,1.6,1.7,8,13,0.3,0.4,0,13,0,0.4,29,49,0.9,1.5,60,55,1.9,1.7,47,55,1.5,1.7,,,,,0.144569649296017,0.00104378589084116
124,13127000403,No,Coastal Regional Commission,2179,Tract,"Census Tract 4.03, Glynn County",3208,335,192,129,6,4,3016,335,94,3.6,2543,305,79.3,4.7,388,149,12.1,4.5,22,25,0.7,0.8,33,39,1,1.2,0,13,0,0.4,0,13,0,0.4,30,26,0.9,0.8,33,41,1,1.3,52,38,1.6,1.2,,,,,0.625825938067085,0.00828686606312076
125,13127000401,No,Coastal Regional Commission,2178,Tract,"Census Tract 4.01, Glynn County",7881,770,715,362,9.1,4.5,7166,597,90.9,11.7,6033,502,76.6,9.8,909,418,11.5,5.2,38,41,0.5,0.5,93,123,1.2,1.6,0,18,0,0.2,0,18,0,0.2,93,76,1.2,1,93,124,1.2,1.6,131,88,1.7,1.1,,,,,0.744429890564621,0.0107744935344499
126,13127001000,No,Coastal Regional Commission,2188,Tract,"Census Tract 10, Glynn County",9567,724,560,287,5.9,3,9007,772,94.1,3.8,7982,753,83.4,4.7,847,256,8.9,2.6,27,40,0.3,0.4,70,65,0.7,0.7,0,18,0,0.2,22,37,0.2,0.4,59,61,0.6,0.6,70,67,0.7,0.7,108,82,1.1,0.9,,,,,1.54663504433259,0.0562232506682801
127,13127000200,No,Coastal Regional Commission,2176,Tract,"Census Tract 2, Glynn County",5068,408,148,95,2.9,1.9,4920,416,97.1,2.5,4755,419,93.8,3.4,37,23,0.7,0.5,45,35,0.9,0.7,0,18,0,0.4,0,18,0,0.4,0,18,0,0.4,83,77,1.6,1.5,0,25,0,0.5,128,86,2.5,1.7,,,,,0.204339759757345,0.00128896214324253
128,13127000300,No,Coastal Regional Commission,2177,Tract,"Census Tract 3, Glynn County",6737,565,83,70,1.2,1,6654,560,98.8,0.7,5955,581,88.4,4.4,404,253,6,3.7,0,18,0,0.3,42,51,0.6,0.8,0,18,0,0.3,0,18,0,0.3,253,213,3.8,3.1,42,54,0.6,0.8,253,215,3.8,3.2,,,,,0.694857174729512,0.0157637729720386
129,13211010200,No,Northeast Georgia,2586,Tract,"Census Tract 102, Morgan County",3796,319,57,77,1.5,2,3739,308,98.5,11.6,3206,295,84.5,3.2,480,135,12.6,3.4,14,23,0.4,0.6,5,8,0.1,0.2,0,13,0,0.3,7,12,0.2,0.3,27,37,0.7,1,5,15,0.1,0.4,48,45,1.3,1.2,,,,,0.641787617687525,0.0181908819395386
130,13211010300,No,Northeast Georgia,2587,Tract,"Census Tract 103, Morgan County",7132,389,86,73,1.2,1,7046,400,98.8,1.6,4120,358,57.8,3.9,2867,246,40.2,2.7,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,59,87,0.8,1.2,0,25,0,0.4,59,91,0.8,1.3,,,,,0.858424955389003,0.0192240429151426
131,13211010500,No,Northeast Georgia,2589,Tract,"Census Tract 105, Morgan County",1578,153,115,95,7.3,6,1463,126,92.7,12,1359,136,86.1,2.1,64,52,4.1,3.3,1,3,0.1,0.2,6,7,0.4,0.4,0,13,0,0.8,0,13,0,0.8,33,38,2.1,2.4,6,15,0.4,0.9,34,40,2.2,2.5,,,,,0.695207410626768,0.0179924709895882
132,13211010400,No,Northeast Georgia,2588,Tract,"Census Tract 104, Morgan County",2833,271,175,129,6.2,4.5,2658,264,93.8,2.5,2088,265,73.7,6.1,485,116,17.1,3.8,9,17,0.3,0.6,0,13,0,0.5,0,13,0,0.5,8,14,0.3,0.5,68,85,2.4,3,0,18,0,0.6,85,88,3,3.1,,,,,0.566267725239683,0.0162824782520243
133,13211010100,No,Northeast Georgia,2585,Tract,"Census Tract 101, Morgan County",2674,180,132,93,4.9,3.5,2542,203,95.1,4.1,2130,219,79.7,6.2,342,169,12.8,6.3,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,70,44,2.6,1.6,0,18,0,0.7,70,48,2.6,1.8,,,,,0.807267256055775,0.0175184768098428
134,13127000501,No,Coastal Regional Commission,2181,Tract,"Census Tract 5.01, Glynn County",3934,447,384,236,9.8,5.9,3550,433,90.2,4,1580,298,40.2,6,1881,328,47.8,6.3,0,13,0,0.3,28,27,0.7,0.7,0,13,0,0.3,0,13,0,0.3,61,70,1.6,1.8,28,30,0.7,0.8,61,72,1.6,1.8,,,,,0.158521401236743,0.000891617860211662
135,13127000900,No,Coastal Regional Commission,2187,Tract,"Census Tract 9, Glynn County",4267,527,612,290,14.3,6.6,3655,522,85.7,6.1,1958,315,45.9,4.7,1428,307,33.5,5.9,6,14,0.1,0.3,140,130,3.3,3,0,13,0,0.3,0,13,0,0.3,123,92,2.9,2.1,140,131,3.3,3,129,94,3,2.2,,,,,0.257599303749047,0.00342188081773589
136,13127000800,No,Coastal Regional Commission,2186,Tract,"Census Tract 8, Glynn County",4253,438,226,182,5.3,4.2,4027,445,94.7,3.8,760,331,17.9,7.6,3219,435,75.7,6.6,16,25,0.4,0.6,2,4,0,0.1,0,13,0,0.3,10,17,0.2,0.4,20,30,0.5,0.7,2,14,0,0.3,46,43,1.1,1,,,,,0.194044614323471,0.00147756618690085
137,13127000700,No,Coastal Regional Commission,2185,Tract,"Census Tract 7, Glynn County",8235,726,816,440,9.9,5.3,7419,713,90.1,3.4,2319,480,28.2,5.3,4813,679,58.4,6.4,41,34,0.5,0.4,16,26,0.2,0.3,18,29,0.2,0.4,0,18,0,0.2,212,161,2.6,1.9,34,39,0.4,0.5,253,166,3.1,2,,,,,0.223640139099546,0.00177034949164788
138,13127000600,No,Coastal Regional Commission,2184,Tract,"Census Tract 6, Glynn County",6054,869,107,102,1.8,1.7,5947,872,98.2,2.9,4188,718,69.2,6.5,1389,598,22.9,9.3,75,85,1.2,1.4,254,265,4.2,4.3,0,18,0,0.3,0,18,0,0.3,41,48,0.7,0.8,254,266,4.2,4.3,116,99,1.9,1.6,,,,,0.252177847189828,0.00188324243860414
139,13263960100,No,River Valley,2835,Tract,"Census Tract 9601, Talbot County",2344,176,0,13,0,0.6,2344,176,100,0,1094,165,46.7,6.1,1206,163,51.5,5.8,0,13,0,0.6,26,32,1.1,1.4,0,13,0,0.6,0,13,0,0.6,18,19,0.8,0.8,26,35,1.1,1.5,18,26,0.8,1.1,,,,,1.00169085357026,0.0302142362655449
140,13263960200,No,River Valley,2836,Tract,"Census Tract 9602, Talbot County",2376,266,51,54,2.1,2.3,2325,257,97.9,15.4,667,138,28.1,4.9,1643,229,69.1,5.7,0,13,0,0.5,8,11,0.3,0.5,0,13,0,0.5,0,13,0,0.5,7,10,0.3,0.4,8,17,0.3,0.7,7,21,0.3,0.9,,,,,1.35744762471141,0.0408241322684016
141,13263960300,No,River Valley,2837,Tract,"Census Tract 9603, Talbot County",1703,212,99,54,5.8,3.1,1604,212,94.2,4.2,821,166,48.2,7.7,773,141,45.4,6.1,5,8,0.3,0.5,0,13,0,0.8,0,13,0,0.8,0,13,0,0.8,5,7,0.3,0.4,0,18,0,1.1,10,17,0.6,1,,,,,1.13181941804839,0.0272829580476369
142,13249960200,No,River Valley,2799,Tract,"Census Tract 9602, Schley County",2183,171,102,88,4.7,4,2081,183,95.3,3.8,1653,197,75.7,6.8,428,201,19.6,9.1,0,13,0,0.6,0,13,0,0.6,0,13,0,0.6,0,13,0,0.6,0,13,0,0.6,0,18,0,0.8,0,23,0,1,,,,,0.72817930363438,0.0179323494030213
143,13249960100,No,River Valley,2798,Tract,"Census Tract 9601, Schley County",2985,171,156,92,5.2,3.1,2829,184,94.8,2.9,1821,243,61,7.4,992,192,33.2,6.1,0,13,0,0.4,0,13,0,0.4,0,13,0,0.4,0,13,0,0.4,16,20,0.5,0.7,0,18,0,0.6,16,27,0.5,0.9,,,,,0.848258222304472,0.0236675359804459
144,13291000101,No,Georgia Mountains,2903,Tract,"Census Tract 1.01, Union County",3117,369,53,71,1.7,2.3,3064,382,98.3,3.8,3064,382,98.3,3.8,0,13,0,0.4,0,13,0,0.4,0,13,0,0.4,0,13,0,0.4,0,13,0,0.4,0,13,0,0.4,0,18,0,0.6,0,23,0,0.7,,,,,0.459458941530658,0.00809221892364209
145,13291000204,No,Georgia Mountains,2907,Tract,"Census Tract 2.04, Union County",3083,508,129,158,4.2,5.1,2954,503,95.8,4.1,2919,506,94.7,5.1,0,13,0,0.4,0,13,0,0.4,35,35,1.1,1.1,0,13,0,0.4,0,13,0,0.4,0,13,0,0.4,35,37,1.1,1.2,0,23,0,0.7,,,,,0.480714803323497,0.00676467542284836
146,13291000201,No,Georgia Mountains,2905,Tract,"Census Tract 2.01, Union County",2973,409,15,28,0.5,0.9,2958,410,99.5,1.7,2765,436,93,7.2,20,14,0.7,0.5,6,12,0.2,0.4,11,18,0.4,0.6,0,13,0,0.4,0,13,0,0.4,156,129,5.2,4.3,11,22,0.4,0.7,162,130,5.4,4.3,,,,,0.984868300895223,0.0278894571756191
147,13291000102,No,Georgia Mountains,2904,Tract,"Census Tract 1.02, Union County",4777,643,245,145,5.1,3,4532,685,94.9,6.5,4455,687,93.3,7,13,14,0.3,0.3,0,13,0,0.3,64,48,1.3,1,0,13,0,0.3,0,13,0,0.3,0,13,0,0.3,64,50,1.3,1,0,23,0,0.5,,,,,0.587014713639107,0.0130777974294695
148,13291000205,No,Georgia Mountains,2908,Tract,"Census Tract 2.05, Union County",6166,664,220,187,3.6,3,5946,625,96.4,14.5,5681,614,92.1,0.8,125,50,2,0.8,88,111,1.4,1.8,32,49,0.5,0.8,0,18,0,0.3,0,18,0,0.3,20,31,0.3,0.5,32,52,0.5,0.8,108,117,1.8,1.9,,,,,0.63833018103873,0.0125949290670845
149,13291000203,No,Georgia Mountains,2906,Tract,"Census Tract 2.03, Union County",2146,268,18,27,0.8,1.3,2128,267,99.2,1.2,2080,269,96.9,3.3,27,49,1.3,2.3,0,13,0,0.6,13,22,0.6,1,0,13,0,0.6,0,13,0,0.6,8,17,0.4,0.8,13,26,0.6,1.2,8,25,0.4,1.2,,,,,0.652445685712972,0.0155526900293231
150,13315960300,No,Heart of Georgia Altamaha,2995,Tract,"Census Tract 9603, Wilcox County",1489,185,128,105,8.6,7,1361,181,91.4,4.3,1167,149,78.4,2.3,134,84,9,5.5,1,3,0.1,0.2,0,13,0,0.9,0,13,0,0.9,57,60,3.8,4,2,12,0.1,0.8,0,18,0,1.2,60,61,4,4.1,,,,,0.670610804090708,0.0216743128165654
151,13315960400,No,Heart of Georgia Altamaha,2996,Tract,"Census Tract 9604, Wilcox County",2071,186,45,68,2.2,3.3,2026,179,97.8,12.3,1416,161,68.4,4.8,580,124,28,5.4,4,6,0.2,0.3,0,13,0,0.6,0,13,0,0.6,6,8,0.3,0.4,20,25,1,1.2,0,18,0,0.9,30,27,1.4,1.3,,,,,0.715673088892186,0.0175005468801656
152,13315960200,No,Heart of Georgia Altamaha,2994,Tract,"Census Tract 9602, Wilcox County",1320,197,19,34,1.4,2.6,1301,191,98.6,20.6,835,167,63.3,8.4,450,111,34.1,6.7,16,18,1.2,1.4,0,13,0,1,0,13,0,1,0,13,0,1,0,13,0,1,0,18,0,1.4,16,26,1.2,1.9,,,,,1.17040267748561,0.0259178601341328
